State,Season,Soil_Type,Crop,Rainfall_mm,Temperature_C,Humidity_pct,pH,Area_ha,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer,Irrigation,Yield_kg_ha
Punjab,Rabi,Laterite,Soybean,739.7,29.2,59.1,6.33,4.06,35.4,55.0,33.2,Compost,Sprinkler,1249.5
Madhya Pradesh,Rabi,Alluvial,Sugarcane,2254.1,28.6,85.2,5.95,18.28,42.1,47.5,70.9,Potash,Flood,76440.4
Karnataka,Kharif,Loamy,Sugarcane,1828.6,35.3,43.1,6.19,0.64,74.4,10.2,12.9,NPK,Sprinkler,65189.9
Maharashtra,Zaid,Sandy,Sugarcane,1963.3,28.5,78.7,7.77,13.75,80.5,55.6,26.1,Organic,Rain-fed,104161.9
Andhra Pradesh,Zaid,Red,Maize,692.5,20.8,54.1,6.72,13.61,68.2,76.4,35.7,DAP,Sprinkler,5472.1
Haryana,Rabi,Red,Sugarcane,1480.0,25.5,89.8,7.31,7.27,37.9,69.4,26.1,NPK,Drip,78087.7
Rajasthan,Kharif,Clay,Groundnut,611.7,25.6,80.5,5.77,10.86,147.9,59.7,54.1,Potash,Sprinkler,1197.7
Rajasthan,Kharif,Loamy,Wheat,561.8,18.9,66.8,7.21,11.65,34.4,46.5,72.5,Organic,Rain-fed,6726.1
Tamil Nadu,Rabi,Clay,Mustard,519.2,16.5,66.4,6.64,13.01,63.9,44.0,41.9,NPK,Rain-fed,1141.1
Rajasthan,Rabi,Sandy,Wheat,408.8,11.2,54.6,5.73,9.93,23.4,14.3,54.8,Urea,Sprinkler,5194.4
Haryana,Rabi,Alluvial,Jowar,350.2,25.7,69.1,6.84,11.97,55.7,54.7,40.1,NPK,Drip,1962.2
Haryana,Kharif,Laterite,Rice,1871.2,30.3,83.3,6.15,11.96,104.4,23.1,58.7,Urea,Rain-fed,4024.9
Maharashtra,Zaid,Clay,Sugarcane,1197.5,32.3,77.8,8.08,17.4,132.2,56.7,54.2,Compost,Sprinkler,119240.5
Andhra Pradesh,Rabi,Alluvial,Barley,590.8,10.8,89.9,7.02,5.08,93.3,64.1,45.8,NPK,Sprinkler,4149.5
West Bengal,Zaid,Laterite,Sugarcane,2177.0,26.4,93.5,7.44,16.89,92.1,56.4,61.0,Urea,Rain-fed,80063.3
West Bengal,Kharif,Laterite,Groundnut,466.6,27.9,87.8,6.47,8.63,92.1,46.6,28.3,Urea,Rain-fed,2046.3
Madhya Pradesh,Zaid,Laterite,Rice,1174.5,33.4,89.4,6.3,2.92,70.0,37.8,28.6,DAP,Rain-fed,3474.9
Tamil Nadu,Kharif,Sandy,Groundnut,817.2,27.4,76.7,8.22,1.85,39.4,66.7,53.0,DAP,Drip,2925.6
Karnataka,Zaid,Black,Barley,652.9,8.9,48.0,6.02,9.86,136.8,49.7,21.0,DAP,Rain-fed,2182.6
West Bengal,Rabi,Clay,Maize,907.9,18.7,64.4,7.56,4.07,81.7,33.4,57.0,Potash,Drip,6892.6
Haryana,Zaid,Sandy,Cotton,749.5,26.8,90.8,5.64,7.61,147.8,29.3,63.5,Potash,Drip,861.6
Haryana,Rabi,Red,Mustard,545.5,13.9,79.7,7.9,10.8,138.5,62.5,57.1,Compost,Rain-fed,800.4
Punjab,Rabi,Sandy,Maize,585.1,27.2,43.9,6.33,7.06,71.2,46.5,23.7,Compost,Sprinkler,2397.9
Madhya Pradesh,Zaid,Sandy,Jowar,474.7,33.5,71.9,8.21,3.05,135.3,33.9,51.2,Organic,Rain-fed,1968.9
Rajasthan,Zaid,Sandy,Cotton,502.1,25.1,79.6,6.75,2.03,35.9,15.1,31.2,Urea,Flood,826.9
Madhya Pradesh,Rabi,Clay,Soybean,990.2,20.3,93.1,7.73,13.88,53.5,72.0,78.0,NPK,Flood,2873.3
West Bengal,Zaid,Red,Barley,506.6,13.0,72.4,7.83,19.74,100.2,18.1,52.8,Urea,Flood,2766.4
Andhra Pradesh,Kharif,Black,Wheat,722.6,22.3,74.9,5.91,13.56,50.1,18.7,13.3,Compost,Rain-fed,5942.4
Karnataka,Kharif,Black,Groundnut,701.9,35.7,46.1,6.29,3.06,32.8,78.6,17.7,Compost,Drip,2397.7
Punjab,Rabi,Red,Rice,1224.3,24.9,76.6,6.48,7.87,123.3,52.3,49.1,Urea,Drip,2914.4
Haryana,Rabi,Red,Cotton,692.1,33.7,69.4,7.52,3.61,145.8,66.8,38.0,DAP,Flood,658.9
Andhra Pradesh,Kharif,Laterite,Mustard,482.6,10.9,43.0,6.85,2.45,42.8,61.4,73.0,Urea,Sprinkler,1014.2
West Bengal,Rabi,Loamy,Mustard,440.2,16.3,70.0,6.66,5.98,123.5,33.0,53.6,Urea,Rain-fed,945.6
Madhya Pradesh,Zaid,Black,Wheat,524.1,23.1,72.4,8.2,11.09,135.6,56.9,25.4,DAP,Rain-fed,5119.2
Punjab,Kharif,Loamy,Rice,1060.6,27.8,40.8,5.77,8.96,115.5,55.6,64.3,Potash,Flood,5197.4
Uttar Pradesh,Rabi,Sandy,Soybean,929.6,29.7,90.5,6.72,11.43,144.6,36.3,45.8,NPK,Flood,2825.0
Uttar Pradesh,Zaid,Red,Maize,541.2,21.8,40.7,6.52,15.52,67.2,76.6,48.7,NPK,Flood,2929.5
Madhya Pradesh,Kharif,Laterite,Mustard,410.0,20.2,90.4,7.44,7.44,56.2,77.2,59.1,Organic,Flood,1097.1
Andhra Pradesh,Rabi,Clay,Sugarcane,1716.6,30.5,59.5,6.38,15.52,48.3,22.7,29.6,NPK,Sprinkler,56508.0
Maharashtra,Rabi,Alluvial,Soybean,719.6,29.8,58.0,5.9,11.01,108.4,12.3,45.7,Organic,Sprinkler,1271.6
Karnataka,Kharif,Black,Soybean,755.9,30.0,76.6,5.91,19.95,136.7,45.3,30.0,Potash,Flood,1603.7
Tamil Nadu,Kharif,Loamy,Soybean,836.7,23.0,73.5,5.63,8.06,74.6,40.9,14.8,Compost,Flood,1916.4
Karnataka,Rabi,Alluvial,Rice,1220.8,27.1,47.8,6.92,3.88,129.8,45.0,60.7,NPK,Flood,3191.3
Rajasthan,Kharif,Red,Soybean,1066.7,23.1,73.9,5.81,1.78,71.0,34.8,10.2,Compost,Flood,1041.9
Punjab,Zaid,Red,Rice,1408.5,27.3,84.7,6.75,13.07,131.0,70.0,44.6,NPK,Rain-fed,4620.8
Rajasthan,Kharif,Sandy,Rice,1057.6,26.1,46.8,8.48,9.23,125.6,58.3,44.8,Urea,Sprinkler,4765.6
Maharashtra,Rabi,Clay,Jowar,473.2,22.6,61.5,7.7,13.05,64.7,75.7,49.2,Urea,Rain-fed,936.6
Maharashtra,Rabi,Black,Jowar,706.9,34.3,60.5,5.93,19.98,68.8,35.2,42.2,DAP,Drip,2405.5
Madhya Pradesh,Rabi,Alluvial,Wheat,728.0,14.6,72.0,8.26,19.3,139.1,35.6,28.2,NPK,Rain-fed,2801.1
Tamil Nadu,Rabi,Alluvial,Maize,517.8,30.1,86.7,7.22,15.29,27.9,21.8,30.0,DAP,Drip,3385.9
Punjab,Zaid,Laterite,Rice,1255.4,33.1,73.9,6.77,1.19,137.6,73.6,45.0,Compost,Sprinkler,3407.5
Madhya Pradesh,Zaid,Alluvial,Jowar,864.3,23.7,75.2,6.14,2.92,104.7,14.2,64.1,Urea,Rain-fed,2095.3
West Bengal,Rabi,Clay,Maize,991.5,23.9,77.1,8.23,17.22,136.4,17.6,48.0,DAP,Sprinkler,6863.7
Madhya Pradesh,Rabi,Alluvial,Wheat,512.9,24.0,72.2,8.37,13.91,113.7,64.7,54.7,Potash,Drip,4947.3
Andhra Pradesh,Rabi,Red,Jowar,324.8,29.1,89.4,7.52,12.13,132.2,13.8,73.0,Potash,Drip,2001.0
Tamil Nadu,Rabi,Sandy,Barley,344.4,13.0,56.4,5.75,11.47,133.2,64.5,68.2,Urea,Rain-fed,3140.1
Karnataka,Kharif,Sandy,Mustard,297.6,13.8,48.1,7.19,14.69,136.2,20.9,79.7,Potash,Rain-fed,963.0
Rajasthan,Zaid,Loamy,Cotton,854.0,33.3,48.5,8.1,19.86,146.9,25.4,68.0,Potash,Sprinkler,445.8
Haryana,Zaid,Clay,Mustard,389.9,22.1,48.6,6.54,19.33,135.8,60.4,50.2,DAP,Rain-fed,1308.8
Andhra Pradesh,Kharif,Sandy,Groundnut,885.9,28.3,69.1,5.79,17.11,54.6,65.1,45.8,Compost,Flood,983.8
Madhya Pradesh,Kharif,Black,Jowar,713.3,33.9,65.8,5.83,15.33,139.3,68.5,29.5,Organic,Sprinkler,1324.0
Tamil Nadu,Zaid,Laterite,Sugarcane,1564.3,32.8,61.7,6.1,19.41,54.7,65.0,10.4,Urea,Rain-fed,73282.0
Uttar Pradesh,Rabi,Loamy,Jowar,766.0,23.2,53.1,6.68,12.8,98.2,34.4,28.1,Potash,Drip,2831.7
Maharashtra,Rabi,Clay,Barley,471.4,8.8,93.4,8.01,6.59,96.9,14.0,15.1,DAP,Flood,2474.4
Rajasthan,Rabi,Sandy,Sugarcane,2490.7,28.7,65.7,7.12,6.96,69.1,42.5,44.8,Potash,Flood,117118.9
Punjab,Kharif,Loamy,Sugarcane,2103.0,37.6,86.7,8.13,18.38,47.2,42.7,16.2,Urea,Flood,84538.6
Haryana,Zaid,Alluvial,Maize,527.1,26.6,52.8,5.63,19.05,58.9,55.0,40.0,Organic,Sprinkler,3304.5
Punjab,Kharif,Clay,Maize,823.7,23.3,50.7,7.87,4.08,148.3,59.1,37.1,DAP,Sprinkler,5456.9
Karnataka,Rabi,Alluvial,Jowar,786.8,22.1,93.2,7.09,11.51,89.8,62.5,49.3,DAP,Drip,2699.3
Karnataka,Kharif,Laterite,Wheat,275.5,11.5,90.1,7.73,1.25,149.2,24.0,53.2,Potash,Rain-fed,2923.2
Uttar Pradesh,Kharif,Sandy,Sugarcane,1050.5,33.6,93.4,8.01,4.55,119.8,64.4,18.6,Organic,Drip,63020.5
Tamil Nadu,Rabi,Red,Soybean,942.3,20.7,49.1,8.12,18.69,145.8,11.6,76.4,Compost,Sprinkler,1175.5
Uttar Pradesh,Kharif,Clay,Cotton,596.4,35.7,51.1,5.54,16.01,63.5,15.6,35.2,Potash,Rain-fed,409.9
Maharashtra,Rabi,Alluvial,Jowar,510.8,29.2,42.3,7.59,8.14,97.0,59.8,24.3,Organic,Sprinkler,1767.5
Rajasthan,Zaid,Sandy,Cotton,644.9,27.1,55.3,8.15,17.6,97.9,70.9,46.0,Compost,Sprinkler,519.5
Punjab,Rabi,Black,Maize,912.1,18.5,89.3,5.74,16.54,127.7,73.9,20.7,Urea,Sprinkler,2325.0
West Bengal,Rabi,Laterite,Rice,933.0,25.2,45.2,5.65,8.7,65.9,18.0,66.7,Compost,Flood,2341.7
Haryana,Zaid,Clay,Soybean,1163.7,23.2,61.6,6.78,7.59,129.1,20.4,21.8,Compost,Sprinkler,1758.3
Rajasthan,Kharif,Loamy,Barley,644.9,11.4,81.9,7.32,13.07,32.6,48.0,52.9,Potash,Drip,4594.0
Madhya Pradesh,Kharif,Alluvial,Groundnut,467.7,24.9,92.8,7.79,11.28,67.6,35.5,52.9,NPK,Flood,1391.6
West Bengal,Kharif,Loamy,Maize,960.1,18.1,55.3,8.1,10.4,96.1,31.8,27.6,Compost,Sprinkler,2797.7
Uttar Pradesh,Rabi,Alluvial,Rice,1169.8,33.1,61.7,6.63,6.63,70.2,78.1,46.8,NPK,Flood,4981.0
Haryana,Rabi,Alluvial,Soybean,610.7,26.5,43.8,6.1,14.56,114.4,51.8,46.0,NPK,Sprinkler,2751.5
Haryana,Rabi,Laterite,Soybean,1177.3,22.6,67.1,5.8,13.75,67.0,55.4,37.9,Organic,Sprinkler,1315.8
Tamil Nadu,Kharif,Black,Soybean,669.6,20.2,92.6,8.45,11.91,117.3,37.7,13.4,Compost,Flood,2117.2
Uttar Pradesh,Kharif,Black,Jowar,647.3,24.7,66.6,5.99,13.15,80.0,68.7,41.1,DAP,Flood,1930.4
Maharashtra,Kharif,Clay,Mustard,250.3,14.9,71.3,5.78,13.84,78.9,58.0,66.0,Potash,Rain-fed,1021.0
Madhya Pradesh,Rabi,Loamy,Maize,1180.5,20.4,55.9,6.51,6.82,27.1,61.1,46.9,Potash,Rain-fed,2642.8
Karnataka,Kharif,Alluvial,Jowar,358.5,28.0,66.5,6.5,7.93,148.8,10.2,39.8,NPK,Rain-fed,1013.9
Punjab,Rabi,Red,Cotton,846.5,34.8,93.8,6.74,12.84,65.9,45.3,19.3,Organic,Sprinkler,792.8
Maharashtra,Rabi,Loamy,Maize,1151.7,24.0,58.5,6.29,11.42,91.3,24.8,74.9,Organic,Drip,5411.0
Maharashtra,Rabi,Alluvial,Barley,390.2,15.8,93.2,5.84,3.58,123.3,16.6,29.4,Organic,Rain-fed,1910.6
Madhya Pradesh,Kharif,Sandy,Barley,582.9,21.3,85.8,6.67,8.24,59.8,32.7,20.9,NPK,Flood,2544.4
Tamil Nadu,Rabi,Black,Wheat,492.8,14.3,51.1,7.76,15.44,135.8,16.7,41.8,DAP,Drip,5468.3
Karnataka,Rabi,Black,Maize,559.6,23.2,65.1,6.61,19.43,115.8,38.7,71.7,DAP,Rain-fed,2048.2
Rajasthan,Kharif,Alluvial,Barley,687.4,20.3,85.4,7.17,6.75,118.4,71.4,33.3,Organic,Sprinkler,2285.3
Punjab,Rabi,Laterite,Groundnut,825.2,25.9,65.2,8.45,19.77,129.1,77.7,74.9,Compost,Flood,2010.3
Karnataka,Rabi,Sandy,Mustard,566.1,15.0,72.9,6.77,1.25,61.8,49.6,63.5,Organic,Sprinkler,1836.5
Maharashtra,Zaid,Clay,Rice,951.5,29.9,81.7,7.55,11.51,51.0,62.8,64.8,Compost,Sprinkler,4568.3
Maharashtra,Rabi,Sandy,Rice,1811.1,30.9,42.0,8.0,3.47,98.4,22.4,62.7,NPK,Drip,3787.4
Madhya Pradesh,Kharif,Loamy,Jowar,521.2,31.5,51.5,7.74,1.27,102.0,78.6,79.3,Organic,Sprinkler,1588.0
West Bengal,Kharif,Black,Mustard,279.3,20.4,45.5,8.47,6.43,58.0,69.7,58.3,DAP,Sprinkler,1345.7
Maharashtra,Zaid,Black,Mustard,433.3,21.6,45.5,7.85,8.67,104.5,48.3,22.5,Urea,Rain-fed,1574.3
Madhya Pradesh,Kharif,Laterite,Mustard,454.2,15.9,68.1,6.2,15.52,126.5,75.6,79.4,Organic,Drip,2038.1
Haryana,Kharif,Clay,Wheat,458.3,11.2,91.5,7.88,16.41,108.9,22.8,30.7,Potash,Sprinkler,3658.0
Andhra Pradesh,Rabi,Alluvial,Maize,1170.1,22.0,62.6,6.49,0.75,63.1,27.6,72.5,DAP,Sprinkler,3172.8
Uttar Pradesh,Zaid,Laterite,Cotton,878.8,23.7,83.5,6.57,8.6,143.1,48.5,25.2,Urea,Drip,799.9
West Bengal,Zaid,Laterite,Groundnut,685.7,35.8,47.4,7.77,4.79,112.2,59.9,32.3,Compost,Flood,2393.2
Uttar Pradesh,Zaid,Alluvial,Maize,998.0,22.0,78.1,6.67,6.29,33.2,55.1,61.3,Compost,Drip,5926.0
Madhya Pradesh,Rabi,Alluvial,Cotton,708.0,26.2,68.1,8.27,3.35,24.6,13.7,13.8,NPK,Sprinkler,659.2
Haryana,Zaid,Sandy,Sugarcane,1267.1,36.0,52.3,5.55,3.54,105.6,55.3,20.7,NPK,Flood,138287.0
Madhya Pradesh,Zaid,Alluvial,Wheat,491.2,16.3,62.0,6.35,19.47,36.8,31.0,32.9,Urea,Rain-fed,2508.6
Uttar Pradesh,Zaid,Sandy,Cotton,1015.8,29.5,76.0,7.61,11.37,22.6,64.0,73.8,Urea,Flood,395.3
Haryana,Kharif,Black,Mustard,374.5,14.4,78.1,6.94,17.05,48.0,79.9,26.6,Potash,Drip,1733.9
Madhya Pradesh,Zaid,Red,Cotton,1096.0,37.4,74.0,6.57,17.12,90.9,31.1,79.0,NPK,Rain-fed,970.2
Punjab,Rabi,Sandy,Barley,323.9,21.4,44.9,6.5,6.79,111.5,31.5,54.3,Potash,Drip,1779.9
Rajasthan,Kharif,Black,Maize,627.2,30.2,74.1,8.32,15.37,55.1,38.2,17.4,NPK,Flood,4472.3
Uttar Pradesh,Zaid,Clay,Soybean,749.6,24.7,60.8,5.6,10.87,132.3,32.7,48.5,DAP,Sprinkler,2704.7
Punjab,Kharif,Sandy,Soybean,1108.6,29.3,94.4,7.77,17.04,137.5,11.0,70.4,Potash,Sprinkler,1173.6
Haryana,Kharif,Loamy,Wheat,381.9,10.4,43.1,5.57,4.59,68.2,36.9,78.0,Compost,Drip,3526.4
Madhya Pradesh,Kharif,Alluvial,Maize,552.1,26.4,44.1,6.79,11.04,116.0,72.9,45.0,Potash,Sprinkler,2127.2
Andhra Pradesh,Kharif,Black,Wheat,409.5,21.6,45.5,8.26,17.47,32.7,15.6,14.7,Organic,Flood,5300.2
Uttar Pradesh,Rabi,Clay,Rice,1095.8,34.1,76.3,6.72,11.64,54.1,75.8,19.6,Potash,Flood,5379.4
Tamil Nadu,Zaid,Loamy,Soybean,615.1,24.5,53.4,8.24,12.43,138.9,46.9,40.8,Urea,Rain-fed,2091.5
Haryana,Rabi,Red,Cotton,1002.7,29.2,71.4,5.85,8.96,141.9,32.9,64.8,Urea,Sprinkler,553.6
Tamil Nadu,Kharif,Laterite,Maize,845.6,27.8,54.3,5.82,5.29,72.5,20.4,17.5,NPK,Rain-fed,4181.5
Punjab,Zaid,Black,Maize,1011.2,22.5,78.2,6.04,16.16,89.7,55.1,17.0,Urea,Flood,4543.0
Maharashtra,Rabi,Red,Barley,434.1,20.4,72.0,6.12,2.24,143.5,67.6,63.6,DAP,Flood,2653.2
Karnataka,Zaid,Alluvial,Maize,589.1,26.7,69.4,7.99,19.72,108.9,17.1,39.3,Potash,Sprinkler,4632.8
Punjab,Rabi,Clay,Soybean,654.1,21.4,52.2,7.35,8.88,70.3,29.2,48.5,Urea,Sprinkler,1086.1
Maharashtra,Zaid,Black,Mustard,462.3,11.7,67.8,6.37,14.16,122.2,26.1,55.9,Compost,Flood,1770.1
Uttar Pradesh,Kharif,Alluvial,Rice,1750.8,23.2,69.4,6.9,9.27,99.7,20.1,54.0,Potash,Flood,1923.2
Andhra Pradesh,Kharif,Clay,Barley,210.7,10.9,75.1,5.69,17.64,116.4,22.1,70.3,Potash,Flood,2617.3
Maharashtra,Zaid,Laterite,Cotton,733.6,37.5,48.0,7.87,2.59,33.6,41.7,29.6,NPK,Flood,888.6
Haryana,Zaid,Laterite,Jowar,888.5,22.2,93.7,6.26,5.86,89.9,35.7,61.8,Urea,Rain-fed,910.5
Uttar Pradesh,Zaid,Black,Sugarcane,2402.5,31.3,88.0,7.66,4.28,86.6,33.6,76.9,Compost,Flood,108531.9
Uttar Pradesh,Rabi,Laterite,Soybean,968.4,23.8,89.9,7.55,7.91,87.5,52.6,74.1,NPK,Flood,1840.3
Maharashtra,Kharif,Clay,Jowar,445.1,32.8,44.5,6.94,6.39,98.4,47.7,29.6,NPK,Rain-fed,1011.5
Punjab,Rabi,Red,Jowar,323.2,22.8,94.6,5.77,9.73,127.0,58.3,66.5,Compost,Drip,2042.3
Uttar Pradesh,Zaid,Red,Barley,475.4,16.5,41.9,6.35,19.09,113.0,72.5,63.4,DAP,Drip,2719.4
Punjab,Rabi,Black,Barley,633.8,21.7,52.1,7.78,2.39,20.0,72.3,14.7,DAP,Drip,4774.8
Maharashtra,Zaid,Laterite,Groundnut,715.9,25.2,69.8,7.5,13.76,121.0,78.4,11.4,NPK,Rain-fed,1449.3
Madhya Pradesh,Kharif,Alluvial,Barley,518.5,9.4,43.6,7.93,15.8,107.0,77.9,57.3,Potash,Drip,3942.8
Maharashtra,Rabi,Alluvial,Sugarcane,1706.7,34.8,70.1,8.29,14.07,141.5,20.7,63.1,Potash,Flood,58895.0
Uttar Pradesh,Kharif,Black,Cotton,1090.4,31.8,67.2,5.95,16.14,125.0,40.2,10.2,Organic,Drip,409.5
Andhra Pradesh,Kharif,Loamy,Barley,644.7,11.6,52.7,6.52,13.82,127.9,33.8,60.0,Potash,Flood,4279.5
Karnataka,Zaid,Laterite,Wheat,416.5,21.2,72.4,6.97,10.02,80.8,47.5,79.2,Urea,Flood,2736.5
Punjab,Rabi,Black,Mustard,312.7,18.3,88.0,7.65,2.0,24.6,22.7,51.5,Urea,Flood,1417.2
Maharashtra,Kharif,Loamy,Sugarcane,2082.3,30.2,85.9,8.11,19.41,45.3,42.7,66.6,DAP,Drip,74710.9
Tamil Nadu,Kharif,Laterite,Barley,426.8,17.7,72.7,5.73,1.58,133.0,35.0,40.4,NPK,Rain-fed,2478.8
Rajasthan,Zaid,Black,Barley,604.3,21.4,80.0,8.24,1.49,28.6,33.1,11.6,Organic,Sprinkler,3788.4
Haryana,Rabi,Red,Maize,947.9,19.3,82.1,8.24,12.06,140.3,35.0,54.1,Urea,Sprinkler,6017.0
West Bengal,Kharif,Clay,Sugarcane,1612.2,34.6,67.4,6.35,0.82,147.4,66.4,43.5,Urea,Sprinkler,74415.9
Karnataka,Rabi,Black,Maize,1014.6,30.9,88.6,7.03,11.37,136.5,68.7,64.8,NPK,Sprinkler,5153.3
Uttar Pradesh,Kharif,Laterite,Mustard,569.0,12.7,70.4,6.95,17.09,43.0,22.2,65.7,Organic,Drip,2044.3
Andhra Pradesh,Zaid,Red,Mustard,388.0,23.8,55.4,6.5,19.19,117.5,29.2,59.1,DAP,Sprinkler,1074.7
Uttar Pradesh,Zaid,Clay,Jowar,665.3,31.0,86.2,6.54,7.46,98.9,35.3,62.5,Urea,Drip,2876.8
Punjab,Rabi,Clay,Sugarcane,2140.4,28.0,67.3,8.39,0.93,122.5,65.3,57.0,Urea,Rain-fed,73007.5
Punjab,Rabi,Alluvial,Soybean,781.1,26.5,82.6,6.47,14.03,33.8,36.1,39.1,Organic,Rain-fed,911.2
Tamil Nadu,Kharif,Black,Rice,1962.3,24.0,74.7,7.87,5.3,22.5,55.4,15.4,Urea,Drip,5084.9
Tamil Nadu,Kharif,Black,Jowar,773.5,23.3,55.2,6.41,12.8,43.7,63.0,65.3,Urea,Sprinkler,2703.0
Karnataka,Kharif,Red,Soybean,660.2,28.6,56.7,8.36,2.13,53.1,38.6,41.4,Organic,Drip,2774.4
Punjab,Kharif,Sandy,Jowar,718.8,34.4,93.1,8.15,17.7,110.5,27.5,70.6,Organic,Rain-fed,2441.7
Andhra Pradesh,Kharif,Sandy,Wheat,511.0,20.8,59.3,8.25,9.33,110.5,70.3,40.5,NPK,Flood,5399.8
Maharashtra,Kharif,Red,Soybean,1078.4,22.7,46.3,7.34,17.93,22.8,71.9,58.8,Organic,Rain-fed,2505.1
Maharashtra,Zaid,Clay,Maize,1119.4,27.4,77.9,7.29,14.66,109.5,77.0,76.5,Organic,Sprinkler,3534.7
West Bengal,Kharif,Loamy,Groundnut,501.4,34.1,77.1,6.13,4.02,110.7,29.3,33.6,Urea,Rain-fed,2590.0
Maharashtra,Zaid,Red,Jowar,386.3,23.2,49.8,6.16,17.21,119.4,65.7,34.0,Potash,Rain-fed,1438.0
Maharashtra,Rabi,Sandy,Jowar,875.0,31.5,50.7,6.11,12.49,132.9,14.9,59.6,DAP,Rain-fed,1320.2
Andhra Pradesh,Kharif,Alluvial,Barley,664.3,17.1,74.3,6.94,14.26,144.4,68.5,52.6,DAP,Drip,3375.6
Madhya Pradesh,Kharif,Laterite,Sugarcane,2205.9,28.1,93.0,7.66,8.45,39.0,37.6,25.8,Compost,Flood,82245.6
Uttar Pradesh,Kharif,Clay,Sugarcane,1828.2,29.8,45.6,8.2,6.24,22.6,25.6,52.2,Organic,Flood,67468.8
West Bengal,Kharif,Black,Jowar,331.5,29.3,71.0,8.48,9.72,38.0,14.0,37.3,Compost,Drip,1207.0
Haryana,Zaid,Clay,Mustard,285.2,14.2,53.8,7.47,18.18,97.5,50.7,18.9,DAP,Sprinkler,882.4
Madhya Pradesh,Kharif,Sandy,Barley,652.1,13.6,65.2,6.01,17.11,28.2,42.0,54.1,Urea,Sprinkler,4020.9
Madhya Pradesh,Zaid,Clay,Jowar,534.4,32.2,86.1,8.19,6.3,33.1,48.9,31.4,NPK,Drip,1451.7
Maharashtra,Zaid,Loamy,Maize,971.5,20.7,47.6,8.29,8.84,24.8,20.7,30.8,Compost,Rain-fed,4224.6
Uttar Pradesh,Rabi,Clay,Soybean,932.9,24.9,81.7,7.3,10.2,100.5,57.7,34.9,Potash,Sprinkler,1793.1
Punjab,Kharif,Clay,Wheat,500.9,13.0,54.8,8.26,13.35,33.7,13.0,61.0,Organic,Drip,4120.2
Karnataka,Kharif,Alluvial,Jowar,775.8,31.1,40.7,7.91,17.87,64.7,49.3,70.4,DAP,Sprinkler,1840.2
Maharashtra,Rabi,Black,Groundnut,424.4,27.5,59.1,7.08,2.02,57.2,52.6,37.3,Compost,Sprinkler,2499.4
Madhya Pradesh,Zaid,Clay,Rice,917.9,25.0,66.4,6.29,13.79,54.9,17.5,70.7,Urea,Drip,5704.2
Maharashtra,Rabi,Red,Jowar,639.4,27.3,89.9,6.28,7.28,115.6,38.6,69.4,Compost,Drip,2789.0
Madhya Pradesh,Kharif,Clay,Sugarcane,2109.5,27.1,64.8,8.12,0.58,99.9,57.0,29.3,Urea,Rain-fed,115603.5
Andhra Pradesh,Rabi,Black,Mustard,364.5,23.7,84.2,6.41,14.43,136.1,24.0,31.1,Organic,Flood,1994.6
Madhya Pradesh,Zaid,Red,Barley,318.3,14.1,65.3,6.37,17.48,102.6,22.8,53.1,Organic,Sprinkler,3892.8
Madhya Pradesh,Zaid,Black,Mustard,252.3,14.2,58.6,8.03,15.94,116.7,23.5,74.4,Potash,Flood,1460.1
Karnataka,Zaid,Laterite,Barley,682.3,21.9,85.9,6.46,8.99,24.9,15.1,11.5,NPK,Sprinkler,3331.2
Tamil Nadu,Rabi,Black,Rice,1089.5,31.5,42.9,6.46,14.4,39.8,34.6,77.1,NPK,Rain-fed,3332.7
Maharashtra,Rabi,Red,Mustard,365.1,23.5,47.7,7.5,19.16,46.1,68.9,45.4,NPK,Rain-fed,2065.6
Haryana,Rabi,Red,Wheat,465.3,18.6,62.3,5.72,11.53,55.8,10.6,61.6,Compost,Rain-fed,1892.9
Maharashtra,Zaid,Laterite,Cotton,953.1,28.4,50.0,7.32,2.1,121.2,74.1,13.0,Potash,Rain-fed,335.3
Uttar Pradesh,Rabi,Red,Rice,1050.6,31.9,48.3,7.81,18.76,143.2,27.2,12.6,Compost,Drip,3161.2
Tamil Nadu,Kharif,Black,Groundnut,586.0,33.2,61.8,8.41,8.59,109.3,76.0,72.5,Potash,Flood,2419.6
Rajasthan,Zaid,Clay,Maize,604.2,30.3,71.0,6.81,4.34,112.4,31.1,28.0,DAP,Flood,1805.9
Karnataka,Kharif,Laterite,Wheat,530.9,22.8,91.1,7.05,8.36,145.2,23.3,47.2,Organic,Sprinkler,5013.3
West Bengal,Kharif,Red,Groundnut,710.5,33.7,84.7,6.31,16.95,91.0,13.5,76.9,Organic,Rain-fed,2476.2
West Bengal,Kharif,Loamy,Maize,840.8,19.9,48.4,8.21,10.15,129.2,19.1,60.0,Organic,Rain-fed,3793.3
Karnataka,Kharif,Red,Maize,1109.3,28.3,64.7,7.59,8.25,93.2,62.7,11.0,Urea,Drip,4518.4
Punjab,Rabi,Sandy,Wheat,500.1,13.7,70.9,5.83,2.52,64.1,27.9,13.3,NPK,Rain-fed,2939.5
Uttar Pradesh,Rabi,Red,Maize,788.6,21.9,68.0,6.4,16.39,123.1,54.9,74.1,DAP,Sprinkler,6147.8
Tamil Nadu,Zaid,Clay,Cotton,608.3,23.4,93.3,6.06,14.32,145.5,56.3,50.2,Compost,Flood,409.1
